Encryption Time (μs),Decryption Time (μs),Message Size (B),Ciphertext Size (B),Overhead (B)
10,1,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
0,0,100,116,16
